Neighborhood,ID,Latitude,Longitude,"11 Agriculture, forestry, fishing and hunting","21 Mining, quarrying, and oil and gas extraction",22 Utilities,23 Construction,31-33 Manufacturing,41 Wholesale trade,44-45 Retail trade,48-49 Transportation and warehousing,51 Information and cultural industries,52 Finance and insurance,53 Real estate and rental and leasing,"54 Professional, scientific and technical services",55 Management of companies and enterprises,"56 Administrative and support, waste management and remediation services",61 Educational services,62 Health care and social assistance,"71 Arts, entertainment and recreation",72 Accommodation and food services,81 Other services (except public administration),91 Public administration,Any Job,Avg House Price,Avg Household Income,HAI,Avg House Price Categories,Avg Household Income Categories,HAI Categories,Assault,AutoTheft,Homicide,TheftOver,BreakandEnter,Robbery,All Crimes,Assault Categories,AutoTheft Categories,Homicide Categories,TheftOver Categories,BreakandEnter Categories,Robbery Categories,All Crimes Categories,English,French,Montagnais (Innu),Swampy Cree,Ojibway,Oji-Cree,Ottawa (Odawa),Dene,Sarsi (Sarcee),Mohawk,Dakota,Kabyle,Bilen,Oromo,Somali,Waray-Waray,Amharic,Arabic,Assyrian Neo-Aramaic,Chaldean Neo-Aramaic,Harari,Hebrew,Maltese,Tigrigna,Khmer (Cambodian),Vietnamese,Bikol,Cebuano,Fijian,Hiligaynon,Ilocano,Malagasy,Malay,"Pampangan (Kapampangan, Pampango)",Pangasinan,"Tagalog (Pilipino, Filipino)",Haitian Creole,Kannada,Malayalam,Tamil,Telugu,Albanian,Armenian,Latvian,Lithuanian,Belarusan,Bosnian,Bulgarian,Croatian,Czech,Macedonian,Polish,Russian,Serbian,Serbo-Croatian,Slovak,Slovene (Slovenian),Ukrainian,Scottish Gaelic,Welsh,Afrikaans,Danish,Dutch,German,Icelandic,Norwegian,Swedish,Vlaams (Flemish),Yiddish,Greek,Bengali,Gujarati,Hindi,Kashmiri,Konkani,Marathi,Nepali,Oriya (Odia),Punjabi (Panjabi),Sindhi,Sinhala (Sinhalese),Urdu,Kurdish,Pashto,Persian (Farsi),Catalan,Japanese,Italian,Portuguese,Romanian,Spanish,Georgian,Korean,Mongolian,Akan (Twi),Bamanankan,Edo,Ewe,"Fulah (Pular, Pulaar, Fulfulde)",Ga,Ganda,Igbo,Lingala,Rundi (Kirundi),Kinyarwanda (Rwanda),Shona,Swahili,Wolof,Yoruba,Dinka,Cantonese,Hakka,Mandarin,Min Dong,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",Wu (Shanghainese),Burmese,Tibetan,Lao,Thai,Azerbaijani,Turkish,Uyghur,Uzbek,Estonian,Finnish,Hungarian,Afghan Restaurant,African Restaurant,American Restaurant,Asian Restaurant,BBQ Joint,Bagel Shop,Bakery,Bistro,Brazilian Restaurant,Breakfast Spot,Burger Joint,Burrito Place,Café,Cajun / Creole Restaurant,Cantonese Restaurant,Caribbean Restaurant,Caucasian Restaurant,Chinese Restaurant,Comfort Food Restaurant,Creperie,Cuban Restaurant,Czech Restaurant,Deli / Bodega,Dim Sum Restaurant,Diner,Doner Restaurant,Donut Shop,Dumpling Restaurant,Eastern European Restaurant,Egyptian Restaurant,Ethiopian Restaurant,Falafel Restaurant,Fast Food Restaurant,Filipino Restaurant,Fish & Chips Shop,Food Court,Food Truck,French Restaurant,Fried Chicken Joint,Gastropub,Greek Restaurant,Hakka Restaurant,Hotpot Restaurant,Hungarian Restaurant,Indian Chinese Restaurant,Indian Restaurant,Indonesian Restaurant,Irish Pub,Italian Restaurant,Japanese Restaurant,Kebab Restaurant,Korean Restaurant,Latin American Restaurant,Malay Restaurant,Mediterranean Restaurant,Mexican Restaurant,Middle Eastern Restaurant,New American Restaurant,Noodle House,Pakistani Restaurant,Persian Restaurant,Peruvian Restaurant,Pizza Place,Poke Place,Portuguese Restaurant,Poutine Place,Ramen Restaurant,Restaurant,Salad Place,Sandwich Place,Seafood Restaurant,Snack Place,Soup Place,South American Restaurant,Souvlaki Shop,Spanish Restaurant,Sri Lankan Restaurant,Steakhouse,Sushi Restaurant,Szechuan Restaurant,Taco Place,Tapas Restaurant,Thai Restaurant,Theme Restaurant,Tibetan Restaurant,Turkish Restaurant,Vegetarian / Vegan Restaurant,Vietnamese Restaurant,Wings Joint,Xinjiang Restaurant
Eringate-Centennial-West Deane,11,43.6580167554,-79.5804452375,0.167,0.0,0.36,0.353,0.277,0.324,0.348,0.369,0.097,0.067,0.126,0.074,0.06,0.232,0.348,0.278,0.15,0.163,0.35,0.257,0.195,994000,128000,90.727,"Medium (964,000-1,432,000)","Medium (106,666-152,333)",Medium (76-100),290,159,2,22,149,83,705,Low (<588),Medium (105-184),Medium (2-4),Low (<26),Low (<224),Low (<109),"Low (<1,138)",0.239,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.0,0.028,0.059,0.0,0.0,0.0,0.0,0.182,0.0,0.0,0.018,0.0,0.231,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.047,0.0,0.0,0.053,0.005,0.0,0.208,0.015,0.0,0.2,0.0,0.846,0.615,0.517,0.1,0.276,0.545,0.054,0.586,0.556,0.017,0.222,0.48,0.0,0.0,0.0,0.0,0.0,0.267,0.0,0.0,0.0,0.0,0.0,0.052,0.012,0.005,0.065,0.0,0.667,0.182,0.0,0.0,0.009,0.0,0.045,0.025,0.0,0.0,0.005,0.0,0.045,0.068,0.065,0.084,0.119,0.077,0.077,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.028,0.0,0.026,0.091,0.0,0.014,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.333,0.333,0.0,0.0,0.25,0.0,0.0,0.4,0.5,0.75,0.067,0.0,0.0,0.333,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.8,0.0,0.0,0.0,0.0,0.5,0.667,0.3,0.0,0.0,0.0,0.0,0.0,0.111,0.0,1.0,0.0,0.0,0.429,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.2,0.0,0.0,0.5,0.2,0.0,0.0,1.0,0.0,0.286,0.0,0.0
Markland Wood,12,43.6335417462,-79.57343154739999,0.167,0.0,0.2,0.168,0.129,0.183,0.192,0.186,0.059,0.044,0.086,0.053,0.04,0.094,0.197,0.129,0.105,0.079,0.138,0.143,0.106,933000,149000,112.517,"Low (<964,000)","Medium (106,666-152,333)",High (>100),196,116,0,20,244,73,649,Low (<588),Medium (105-184),Low (<2),Low (<26),Medium (224-353),Low (<109),"Low (<1,138)",0.143,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.003,0.0,0.0,0.0,0.182,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.002,0.0,0.125,0.0,0.333,0.2,0.0,0.231,0.654,0.276,0.0,0.379,0.283,0.017,0.793,0.667,0.042,0.111,0.21,0.0,0.0,0.0,0.0,0.143,0.067,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.001,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.005,0.0,0.03,0.015,0.017,0.074,0.039,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.016,0.0,0.026,0.045,0.0,0.007,0.0,0.0,0.0,0.032,0.167,0.0,0.111,0.0,0.16,0.0,0.0,0.333,0.333,0.25,0.0,0.625,0.0,0.0,0.4,0.667,1.0,0.067,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.222,0.0,1.0,0.0,0.0,0.143,0.0,0.4,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.2,0.0,0.0,0.5,0.0,0.429,0.0,0.0
Etobicoke West Mall,13,43.6450626244,-79.5689387722,0.167,0.0,0.08,0.206,0.201,0.216,0.217,0.28,0.041,0.039,0.083,0.047,0.04,0.183,0.151,0.155,0.092,0.172,0.217,0.143,0.123,628000,90000,100.971,"Low (<964,000)","Low (<106,666)",High (>100),416,94,5,22,135,56,728,Low (<588),Low (<105),High (>4),Low (<26),Low (<224),Low (<109),"Low (<1,138)",0.132,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.0,0.0,0.113,0.011,0.0,0.0,0.0,0.182,0.048,0.0,0.018,0.5,0.0,0.0,0.167,0.0,0.0,0.286,0.0,0.0,0.089,0.0,0.25,0.035,0.013,0.048,0.438,0.004,0.0,0.25,0.0,0.538,0.5,0.241,0.3,0.138,0.338,0.037,0.462,0.667,0.017,0.056,0.255,0.0,0.0,0.0,0.0,0.0,0.133,0.0,0.0,0.0,0.0,0.0,0.032,0.012,0.005,0.047,0.0,0.333,0.091,0.025,0.0,0.003,0.0,0.182,0.032,0.059,0.006,0.02,0.0,0.015,0.022,0.021,0.074,0.117,0.0,0.045,0.5,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.017,0.0,0.026,0.0,0.0,0.011,0.0,0.0,0.0,0.191,0.333,0.091,0.0,0.0,0.3,0.0,0.0,0.0,0.333,0.0,0.0,0.5,0.0,0.0,0.4,0.667,0.75,0.067,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.125,0.0,0.5,0.5,0.0,0.0,0.0,0.2,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.111,0.0,1.0,0.0,0.0,0.286,0.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.2,0.0,0.0,1.0,0.0,0.286,0.5,0.0
Islington-City Centre West,14,43.6334633497,-79.5433165354,0.5,0.243,0.38,0.811,0.533,0.759,0.786,0.805,0.321,0.219,0.477,0.266,0.22,0.583,0.684,0.688,0.347,0.502,0.713,0.6,0.494,849000,117000,97.094,"Low (<964,000)","Medium (106,666-152,333)",Medium (76-100),507,287,1,91,264,95,1245,Low (<588),High (>184),Low (<2),High (>44),Medium (224-353),Low (<109),"Medium (1,138-1,773)",0.543,0.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.277,0.0,0.194,0.36,0.006,0.0,0.0,0.021,0.455,0.19,0.0,0.057,0.0,0.231,0.0,0.0,0.043,0.0,0.286,0.5,0.0,0.214,0.0,0.5,0.14,0.023,0.238,0.729,0.022,0.167,0.85,0.5,1.0,0.423,1.0,0.5,0.172,0.876,0.143,1.0,1.0,0.059,0.389,1.0,0.0,0.0,0.0,0.0,0.0,0.467,0.0,0.0,0.0,0.0,0.0,0.142,0.078,0.016,0.234,0.0,0.333,0.182,0.114,0.333,0.015,0.0,0.045,0.053,0.059,0.025,0.041,0.0,0.224,0.137,0.132,0.211,0.353,0.019,0.333,0.25,0.079,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.059,0.0,0.0,0.0,0.025,0.024,0.076,0.0,0.026,0.227,0.5,0.093,0.0,0.75,0.0,0.191,1.0,0.273,0.222,0.0,0.24,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.6,0.5,0.5,0.067,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.2,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.444,0.0,1.0,0.0,0.0,0.286,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.4,0.0,0.0,1.0,0.0,0.286,0.5,0.0
Kingsway South,15,43.6535204276,-79.5105768007,0.0,0.054,0.08,0.084,0.092,0.176,0.126,0.056,0.053,0.07,0.12,0.069,0.12,0.078,0.143,0.12,0.075,0.053,0.134,0.103,0.093,1900000,337000,124.966,"High (>1,432,000)","High (>152,333)",High (>100),278,177,0,39,267,127,888,Low (<588),Medium (105-184),Low (<2),Medium (26-44),Medium (224-353),Medium (109-192),"Low (<1,138)",0.158,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.042,0.0,0.333,0.1,0.0,0.0,0.0,0.138,0.0,0.0,0.062,0.004,0.041,0.111,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.045,0.011,0.009,0.021,0.011,0.038,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.001,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.333,0.5,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444,0.0,0.0,0.0,0.0,0.286,0.0,0.0,0.667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.0,0.4,0.0,0.0,0.5,0.0,0.0,0.5,0.0
Stonegate-Queensway,16,43.635518132899996,-79.50112821329999,0.583,0.135,0.38,0.487,0.309,0.417,0.426,0.366,0.153,0.123,0.274,0.153,0.24,0.25,0.454,0.371,0.19,0.225,0.472,0.33,0.274,1030000,142500,97.475,"Medium (964,000-1,432,000)","Medium (106,666-152,333)",Medium (76-100),332,114,0,23,210,82,761,Low (<588),Medium (105-184),Low (<2),Low (<26),Low (<224),Low (<109),"Low (<1,138)",0.352,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.01,0.003,0.0,0.0,0.0,0.091,0.0,0.0,0.027,0.0,0.0,0.0,0.167,0.0,0.0,0.143,0.0,0.0,0.054,0.0,0.0,0.018,0.002,0.048,0.604,0.007,0.167,0.6,0.5,0.0,0.346,0.379,0.3,0.069,0.945,0.093,0.407,0.222,0.05,0.278,0.755,0.0,0.0,0.0,0.5,0.0,0.467,0.0,0.0,0.0,0.0,0.0,0.039,0.005,0.005,0.028,1.0,0.0,0.0,0.0,0.0,0.003,0.0,0.045,0.007,0.059,0.0,0.008,0.0,0.03,0.113,0.065,0.137,0.106,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118,0.0,0.091,0.0,0.01,0.0,0.016,0.25,0.0,0.136,0.167,0.136,0.0,0.5,0.0,0.032,0.0,0.364,0.111,0.4,0.18,0.0,0.0,0.0,0.0,0.25,0.0,0.375,0.0,0.0,0.2,0.333,0.5,0.267,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.125,0.0,0.5,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.818,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.444,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6,0.0,0.0,0.5,0.0,0.0,0.5,0.0
Mimico (includes Humber Bay Shores),17,43.615923861300004,-79.5001366364,0.75,0.189,0.22,0.595,0.513,0.788,0.668,0.617,0.297,0.166,0.449,0.23,0.2,0.473,0.519,0.539,0.327,0.382,0.654,0.47,0.412,788500,104500,93.375,"Low (<964,000)","Low (<106,666)",Medium (76-100),880,109,2,42,176,50,1259,"Medium (588-1,027)",Medium (105-184),Medium (2-4),Medium (26-44),Low (<224),Low (<109),"Medium (1,138-1,773)",0.469,0.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.108,0.006,0.0,0.0,0.042,0.0,0.0,0.0,0.034,0.0,0.154,0.0,0.0,0.087,1.0,0.143,0.0,0.0,0.108,0.0,0.25,0.018,0.005,0.0,0.625,0.0,0.167,0.15,0.0,0.077,0.308,0.241,0.3,0.034,1.0,0.113,0.186,0.333,0.076,0.111,0.385,0.0,0.0,0.0,0.0,0.143,0.533,0.0,0.0,0.0,0.0,0.0,0.058,0.014,0.014,0.103,0.0,0.0,0.091,0.038,0.0,0.01,0.034,0.045,0.01,0.118,0.0,0.039,0.0,0.134,0.083,0.092,0.147,0.252,0.038,0.062,1.0,0.026,0.0,0.0,0.0,1.0,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.118,0.0,0.0,0.0,0.025,0.0,0.053,0.0,0.079,0.091,0.167,0.304,0.077,0.5,0.2,0.128,0.0,0.0,0.111,0.0,0.32,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.8,0.333,0.5,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.727,0.2,0.0,0.0,0.0,0.0,0.0,0.333,0.1,0.0,0.0,0.0,0.0,0.0,0.444,0.0,0.0,0.0,0.0,0.286,0.0,0.1,0.667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0
New Toronto,18,43.6005885981,-79.5103580889,0.25,0.0,0.1,0.201,0.16,0.23,0.217,0.204,0.088,0.039,0.105,0.04,0.04,0.161,0.195,0.158,0.126,0.154,0.213,0.184,0.124,956000,87000,64.117,"Low (<964,000)","Low (<106,666)",Low (<76),878,113,4,23,259,172,1449,"Medium (588-1,027)",Medium (105-184),Medium (2-4),Low (<26),Medium (224-353),Medium (109-192),"Medium (1,138-1,773)",0.166,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.043,0.0,0.056,0.039,0.0,0.0,0.0,0.021,0.091,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.018,0.002,0.0,0.062,0.004,0.0,0.05,1.0,0.0,0.192,0.103,0.0,0.0,0.476,0.017,0.028,0.111,0.008,0.0,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.012,0.001,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.001,0.0,0.0,0.002,0.0,0.015,0.009,0.023,0.021,0.069,0.019,0.017,0.25,0.026,0.0,0.0,0.0,0.0,0.25,0.333,0.222,0.5,0.0,0.0,0.0,0.118,0.0,0.0,1.0,0.004,0.0,0.013,0.0,0.026,0.0,0.0,0.071,0.0,0.0,0.0,0.032,0.0,0.0,0.111,0.0,0.06,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.6,0.333,0.75,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.455,0.2,0.0,0.0,0.0,0.0,0.0,0.333,0.2,1.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.286,0.0,0.1,0.667,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Long Branch,19,43.592361688500006,-79.5333454492,0.333,0.0,0.1,0.185,0.183,0.252,0.214,0.195,0.059,0.03,0.089,0.055,0.1,0.152,0.173,0.148,0.129,0.121,0.217,0.132,0.119,899000,97000,76.02,"Low (<964,000)","Low (<106,666)",Medium (76-100),611,121,0,22,297,143,1194,"Medium (588-1,027)",Medium (105-184),Low (<2),Low (<26),Medium (224-353),Medium (109-192),"Medium (1,138-1,773)",0.149,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.061,0.0,0.0,0.0,0.0,0.0,0.104,0.0,0.167,0.1,0.0,0.077,0.308,0.103,0.0,0.034,0.476,0.02,0.097,0.111,0.017,0.0,0.125,0.0,0.0,0.0,0.0,0.143,0.2,0.0,0.0,0.25,0.0,0.0,0.019,0.002,0.001,0.028,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.003,0.059,0.0,0.006,0.0,0.015,0.004,0.016,0.021,0.057,0.0,0.004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.009,0.0,0.026,0.0,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.6,0.5,0.75,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.364,0.2,1.0,0.0,0.0,0.0,0.0,0.333,0.2,1.0,0.0,0.0,0.0,0.0,0.333,0.0,1.0,0.0,0.0,0.286,0.0,0.1,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Alderwood,20,43.6049368959,-79.5416109273,0.167,0.081,0.16,0.295,0.245,0.216,0.269,0.248,0.075,0.039,0.089,0.043,0.08,0.161,0.184,0.152,0.105,0.108,0.232,0.176,0.133,1100000,118000,75.579,"Medium (964,000-1,432,000)","Medium (106,666-152,333)",Low (<76),301,134,1,56,204,56,752,Low (<588),Medium (105-184),Low (<2),High (>44),Low (<224),Low (<109),"Low (<1,138)",0.173,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.5,0.0,0.0,0.167,0.022,0.0,0.0,0.0,0.0,0.049,0.0,0.25,0.0,0.003,0.0,0.146,0.0,0.0,0.0,0.0,0.308,0.115,0.379,0.1,0.0,0.455,0.024,0.138,0.0,0.025,1.0,0.16,0.0,0.0,0.0,0.0,0.0,0.133,0.0,0.0,0.0,0.0,0.0,0.039,0.005,0.022,0.009,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.092,0.048,0.042,0.034,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.007,0.0,0.053,0.0,0.167,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.6,0.5,0.75,0.267,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273,0.2,1.0,0.0,0.0,0.0,0.0,0.333,0.3,1.0,0.0,0.0,0.0,0.0,0.333,0.0,1.0,0.0,0.0,0.286,0.0,0.1,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.143,0.5,0.0
